text,label,label_name
Thieves made off with jewelry and artifacts worth a reported $1.1 billion after an early-morning burglary at a Germ… https://t.co/a5j7a9evKs,2,Neutral
"Some sweet, some dry, all good value – Jancis Robinson’s white wine picks for the festive season https://t.co/X1wpeK4X35",2,Neutral
"TransDigm Group EPS beats by $0.34, misses on revenue",2,Neutral
"Are these 3 Top-Ranked Mutual Funds In Your Retirement Portfolio?- February 07, 2020",2,Neutral
Sears' Eddie Lampert looks to regain full ownership of Sears Hometown and Outlet Stores,2,Neutral
6 Easy Credit-Building Tips for First-Time Homebuyers,2,Neutral
"Should You Avoid Columbia Financial, Inc. (CLBK)?",2,Neutral
What Kind Of Share Price Volatility Should You Expect For The Macerich Company (NYSE:MAC)?,2,Neutral
Is Companhia de Saneamento Basico  (SBS) A Good Stock To Buy?,2,Neutral
$WIRES: On The Wires https://t.co/YCPFH1bJ6E,2,Neutral
$ETSY 37 to 43,2,Neutral
Veris : Changes to the Board #Veris #Stock #MarketScreener https://t.co/zSz8NkKfWr https://t.co/WzfCKHdCYY,2,Neutral
CoreLogic Reports February Home Prices Increased by 4.1% Year Over Year https://t.co/AfjHcwfb5n https://t.co/DPrLjn1AK8,1,Bullish
GS MLP Income Opportunities Fund declares $0.21 dividend,2,Neutral
Tesla shares jump as Musk tweets about Cybertruck preorders,1,Bullish
"LATEST: House Democrats plan a vote next week on the U.S.-Mexico-Canada free-trade agreement.

Pelosi says the amen… https://t.co/AA8kt2AgrD",2,Neutral
$MSFT - Microsoft: A Deep Due Diligence Dive Or How A Value Investor Embraced Microsoft. Read more and sign up for… https://t.co/z9s2ETlicf,2,Neutral
“The Democrats are getting hit and slammed on Impeachment. It is getting less and less popular by the day.” @kilmeade @foxandfriends,2,Neutral
"Fed Intervenes With $45.55 Billion Weekend Repo, But Overall Liquidity Ticks Down https://t.co/luXKbrLrXC",2,Neutral
Jefferies analysts lifted Tesla $TSLA shares to buy while paring the price target 19%. https://t.co/BJhXfQuRTd,1,Bullish
"Best. newsletter. ever

https://t.co/3SVESK2KGi",2,Neutral
FDM : Beyer Statement On Announced USMCA Agreement #FDM #Stock #MarketScreener https://t.co/wCCSVghill https://t.co/ghfv2COBGO,2,Neutral
"Weekly GDP Nowcast: https://t.co/hSGXo6rV8j     
Q4 2019 1.2% 
Q1 2020 1.5%",2,Neutral
Computer programmers plead guilty to operating popular illegal streaming service sites,2,Neutral
PriceSmart reports 0.3% gain in comparable sales,1,Bullish
Acorn Capital Investment Fund : Dividend Reinvestment Plan #AcornCapitalInvestmentFund #Stock #MarketScreener… https://t.co/FfOkazYlu2,2,Neutral
$R - Ryder enhances its liquidity position with $400M public bond offering https://t.co/Pr8ZM0umo6,2,Neutral
"Apple's new Austin campus, which is expected to open in 2022, will initially house 5,000 employees, with the capaci… https://t.co/iyTNo40Aqp",2,Neutral
"A man is suing Burger King because the meatless Impossible Whopper is cooked on the same grill as meat products, th… https://t.co/2WEnjgoIr1",0,Bearish
"$IVC: Invacare misses by $0.15, misses on revs https://t.co/28AK0IzMFs",0,Bearish
Blackstone chips in $400m for gene therapy JV with Ferring,2,Neutral
Good luck with the stock market in 2020: Morning Brief,2,Neutral
An activist group is demanding an investigation of suspicious letters submitted to the SEC https://t.co/1jFM7LvL4F,2,Neutral
White House adviser says UK's 5G actions won't hinder trade deal,1,Bullish
Methanex downgraded at TD Securities on valuation,0,Bearish
"AUD/USD, NZD/USD, USD/CNY – Pacific Currencies Trading Sideways",2,Neutral
The Hummingbird Project is a pretty good.,2,Neutral
Michael Bloomberg has officially entered the Democratic race for president. https://t.co/L2azcIm5tl,2,Neutral
Mnuchin says he is monitoring how the coronavirus spreads and its potential to harm U.S. economy,2,Neutral
Bank of Jamaica 30-day CD Auction Press Release - 24 February 2020 #Stock #MarketScreener https://t.co/iRuPoA3LTD https://t.co/MjLqnkV6mj,2,Neutral
Kudlow Says Xi Reassured Trump Trade Purchases Goal Will Be Met,1,Bullish
"First Savings Financial EPS misses by $0.02, beats on revenue",2,Neutral
"Is Qorvo, Inc.'s (NASDAQ:QRVO) 5.9% ROE Worse Than Average?",2,Neutral
Olin Corp. stock price target raised to $23 vs. $22 at BofA Merrill Lynch,1,Bullish
Cardinal Health Fights To Break Downtrend (CAH) - MarketBeat,2,Neutral
Huge lines at Hong Kong polling stations for local elections after months of #HongKongProtests. All sides are urgin… https://t.co/IiOd5lGMhw,2,Neutral
Fed is now effectively the 'lender of last resort' to Main Street not just Wall Street https://t.co/acyqwv78jZ,2,Neutral
Gilead an acquisition target? Deep pockets required,2,Neutral
How conservation investment could be a lifeline for endangered species https://t.co/GnpuFvx9ir,2,Neutral
$EGRX - Eagle Pharma set to refile Ryanodex NDA; shares ahead 5% https://t.co/7mTlIJa4w1,1,Bullish
"Naive Brazil to Rethink Relations With U.S., Bolsonaro Ally Says",2,Neutral
"With consumer preferences shifting, holiday hiring needs have also changed, with more emphasis on speed and e-comme… https://t.co/IImLhy2AbK",2,Neutral
Fed's Daly says US job market still has room to run https://t.co/nQOWWsXkh7,1,Bullish
Did Hedge Funds Drop The Ball On Trupanion Inc (TRUP) ?,2,Neutral
Old Dominion Freight Line Reports Fourth Quarter 2019 Earnings Per Diluted Share Of $1.80,2,Neutral
Crude Holds Below $50 as OPEC Dithers Over Virus Response,0,Bearish
Universal Security Instruments reports Q2 results,2,Neutral
Mnuchin: President is willing to cut tariffs but as part of phase 2,2,Neutral
Fed Unveils Major Expansion of Market -2- #economy #MarketScreener https://t.co/Flf1QDVuCH https://t.co/yzwBwPp89h,2,Neutral
"U.S. Jobs Top Estimates With 225,000 Gain, Wages Accelerate",1,Bullish
DO & : DGAP-DD DO & CO Aktiengesellschaft english #DOCOAktiengesellschaft #Stock #MarketScreener… https://t.co/vl4ypdO413,2,Neutral
Dassault Systemes reports Q4 results,2,Neutral
Highlight: @EdwardsLifesci CEO Mike Mussallem and @justcapital_ CEO Martin Whittaker on stakeholder capitalism: https://t.co/IXNacCuYAl,2,Neutral
Stock Market Update: Futures point to lower open amid more trade noise; Target and Lowe's rise,0,Bearish
Brookfield Office Properties : Black Knight's First Look at October 2019 Mortgage Data ...… https://t.co/MucgGXELEP,2,Neutral
Molson Coors takes stake in beverage incubator,2,Neutral
"VKTX, JKS among premarket gainer",1,Bullish
Philip Morris International Inc. Reports 2019 Fourth-Quarter & Full-Year Results,2,Neutral
Did you know? The world's most-watched YouTube channel is T-Series from India https://t.co/cMlEjCo65u,2,Neutral
Norway's central bank governor warns politicians against meddling too much with the country's massive sovereign wea… https://t.co/H7bqZcQjoi,2,Neutral
Sugar's Short-Term Support Is Eroding. https://t.co/PwXYeVM0hn #markets #stocks #trading,0,Bearish
"Barra Makes Case For GM to Lead the Future of Cars, But the Market Isn’t Buying",2,Neutral
"As vegan burgers get more popular, the beef industry is battling to clean up its image as a greenhouse-gas-emitting… https://t.co/WS1r4JQM1b",2,Neutral
Highlight: “I think over time you’re going to see more and more services that will include ads as we move away from… https://t.co/UvdbfhCtM9,2,Neutral
$PRA - ProAssurance (PRA) Investor Presentation - Slideshow. Get more info on Seeking Alpha:… https://t.co/gdhx94cy81,2,Neutral
Oaktree Specialty Lending declares $0.095 dividend,2,Neutral
Airbus : Boeing deliveries halved in first eleven months of 2019 #Airbus #Stock #MarketScreener… https://t.co/5Ux2IqpCAP,0,Bearish
Morgan Stanley fined $22 million for digging bond markets https://t.co/Uh3QzkQ3IB via @business https://t.co/Pe16MdWRNj,0,Bearish
China iron ore surges to over 4-month high as supply uncertainties loom https://t.co/rVOVaCaTrh https://t.co/A28seQYCDe,0,Bearish
ECB bought record debt volumes last week in crisis fight #economy #MarketScreener https://t.co/08TD4PqNna https://t.co/5ct4SutY3Q,2,Neutral
Illinois risk seeing its credit rating cut to junk https://t.co/ZXGEAkBeeM,0,Bearish
France Ready to Back Consolidation Among Car-Parts Suppliers,2,Neutral
$SCANX: Gapping down https://t.co/hv5ZhR20Ye,0,Bearish
More Goldman execs head for the exit,2,Neutral
$APDN Patience is key. Good news + strong accumulation. Let the weak hands sell.,1,Bullish
UK's Labour vows action on 'tax and wage cheat' multinationals #Amazoncom #Stock #MarketScreener… https://t.co/k7k8nJMXll,2,Neutral
Cancer sends many patients into bankruptcy. Advisors are stepping up to stop that. https://t.co/6qiTVR70s2,2,Neutral
What went wrong at Tesla's Cybertruck launch? Hear from Bloomberg's Ed Ludlow @EdLudlow who was there https://t.co/chEHrylNx7,0,Bearish
QEP Resources Completes Redemption of Its 6.8% Senior Notes Due 2020  https://t.co/IiLYzqpUDu,2,Neutral
California sues Juul,0,Bearish
Alibaba's books close early in $13.4 billion Hong Kong listing: sources,2,Neutral
Tightrope Thiam: comeback CEO stung by a spying scandal,2,Neutral
Uber submits appeal to regain London taxi license,2,Neutral
Medical Properties highlights $861M of acquisitions in Q4,2,Neutral
U.S. appeals court denies Apple bid for rehearing in VirnetX patent case,2,Neutral
$WBK - Westpac falls again as heat intensifies https://t.co/UdNrWGewdF,0,Bearish
"U.S. consumers fear for jobs, debt payments because of coronavirus: New York Fed survey https://t.co/rKzcOAejIE https://t.co/q1H7vftWjJ",0,Bearish
Why Myriad Genetics Shares Are Tanking Today,0,Bearish
"Prestige Brands Holdings EPS beats by $0.06, beats on revenue",1,Bullish
Here's what @ElonMusk's '200K' tweet is likely hinting at when it comes to the Tesla $TSLA Cybertruck https://t.co/6Me6AP1CCJ,2,Neutral
Investors 'are really excited about the Donald Trump presidency continuing': top strategist,2,Neutral
"Stock market news: November 18, 2019",2,Neutral
"Stocks gain as China cuts tariffs, investors look beyond virus",1,Bullish
316 my measure on $SPY,2,Neutral
"Cocaine trafficking has been big business for at least a decade, and suspicions abound about the origin of some of… https://t.co/U2RhQGPa4J",2,Neutral
The Fed Faces a Housing Conundrum,2,Neutral
Vehicle sales dropped by almost 2 million from only two years ago. How will car companies respond? (via @bopinion) https://t.co/6ae1OL5QkI,0,Bearish
$RNG - RingCentral's Winning Formula Involves Partnerships. Read more and sign up for updates:… https://t.co/XCNQBrA2T9,2,Neutral
Israelis Hurt in Jerusalem Car Ramming Attack,2,Neutral
London Stock Exchange : Audited Results for the Year Ending 31 August 2019 #LondonStockExchange #Stock... https://t.co/ENK5wCbMac,2,Neutral
Glencore almost doubles its LNG trade in 2019 on surge in Asian volumes https://t.co/1ignRPuvQe https://t.co/JtvI58joND,1,Bullish
$AIKI bouncing nicely.....,1,Bullish
Aurora Cannabis (NYSE:ACB) Stock Dives Breaking Key Support - Live Trading News,0,Bearish
Canada's oil-sands industry may have already built its last big mine https://t.co/Uota9vYdtP,2,Neutral
Appeals court tosses Democrats’ emoluments suit against Trump,2,Neutral
$RVRA - Riviera Resources declares $4.25 dividend https://t.co/oY2rLSWQlN,2,Neutral
"The Bank of Korea is taking unprecedented action in the face of coronavirus-not about the rate decision itself, but… https://t.co/CmxUuSBiab",2,Neutral
Stock Market Update: Futures gain on back of bullish momentum,1,Bullish
Credit Suisse CEO Tidjane Thiam Resigns,2,Neutral
Trump's Impossible Fight To Stop Theft Of Ideas https://t.co/2WWs59v0V3,2,Neutral
UPDATE 1-Canadian Competition Bureau clears Pembina's Kinder Morgan buy,2,Neutral
Just 4 Days Before Silicon Motion Technology Corporation (NASDAQ:SIMO) Will Be Trading Ex-Dividend,2,Neutral
Aravive shares jump on ovarian cancer data,1,Bullish
$ACST stock is flagging on the hourly chart. A break of 78c could sent it immediately to the gap zone around $1 Big... https://t.co/dRjmQt88M7,2,Neutral
Betsy DeVos: This Memo Will Better Protect Student Loan Borrowers,2,Neutral
"TSB to close 82 branches, slash costs in strategy overhaul https://t.co/RWpUxn2xTH https://t.co/TUTUh0Au4G",0,Bearish
"CNH Industrial EPS misses by $0.01, misses on revenue",0,Bearish
At the open (2/6/2020),2,Neutral
"AGCO -4.2% on Q4 miss, soft guidance",0,Bearish
November Payrolls Preview: This May Actually Matter https://t.co/QW1OITFtcz,2,Neutral
"Winter is coming, so book your next meeting in the Game Of Thrones conference room

Walk This Way for a tour of the… https://t.co/UchpdZTnxV",2,Neutral
"Oil prices, which had skyrocketed nearly 4%, appear to have stabilized around 3% higher.
https://t.co/QDUbA31bl0",1,Bullish
"""I’ve owned the Apple Card for 3 months…this is why it sucks."" https://t.co/ngzSpdvFPK",0,Bearish
"Should We Be Delighted With Huntington Ingalls Industries, Inc.'s (NYSE:HII) ROE Of 36%?",2,Neutral
"Tesla Cybertruck Hits 200,000 Orders Just Days After Botched Launch",1,Bullish
"General Announcement::Announcement by Associated Company, First Sponsor Group Limited #CityDevelopments #Stock… https://t.co/M0Z9Zi6VI6",2,Neutral
Fidelity National Financial to buy FGL Holdings in a deal valued at $2.7 bln,2,Neutral
The Danger Of Deeper OPEC+ Cuts https://t.co/5LPnGN9n4j,0,Bearish
Suncor Energy declares CAD 0.465 dividend,2,Neutral
$SHO - Sunstone Hotel declares $0.57 dividend https://t.co/19sIQuQsJJ,2,Neutral
Twitter stock price target raised to $38 from $36 at SunTrust RH,1,Bullish
Gang Up on Pete Buttigieg? Maybe Not,2,Neutral
Caterpillar celebrates 90th NYSE anniversary,2,Neutral
Highlight: 'When you look at what Amazon has built... it's this infrastructure and this user base... that allows them t... https://t.co/VuiDadXgcf,2,Neutral
"$GLD $IAU $PHYS - Gold creeps towards $1,600 as market jitters rise https://t.co/2pJU2fk8cl",1,Bullish
$WIRES: On The Wires https://t.co/mCKRiz5Fjs,2,Neutral
PG&E Appoints Industrial Safety Expert Francisco Benavides as Chief Safety Officer,2,Neutral
$TALKX: Market Briefing: Broad-based jump on employment data https://t.co/hfBDo7KqCi,1,Bullish
"Can IES Holdings, Inc. (NASDAQ:IESC) Maintain Its Strong Returns?",2,Neutral
Cannabis Countdown: Top 10 Marijuana Stock News Stories Of The Week,2,Neutral
"Ford Recalls More Than 500,000 Pickups for Fire Risk",0,Bearish
"$GHSI - Guardion Health Sciences Has Enough Cash For Now, But Be Wary Of Further Dilution. Get more info on Seeking… https://t.co/9sYxYWW83W",2,Neutral
"$DAC - Danaos EPS beats by $0.34, beats on revenue https://t.co/yFKaraCaET",1,Bullish
Hedge Funds Are Buying EQT Midstream Partners LP (EQM),1,Bullish
Corrugated Packaging Industry Procurement Intelligence Report | Increase in Raw Materials Prices Will Propel Suppliers’ OPEX | SpendEdge,2,Neutral
Edited Transcript of GTS earnings conference call or presentation 7-Nov-19 1:30pm GMT,2,Neutral
The Recent Rebound In Monthly Employment: Contradictory Micro And Macro Indications. https://t.co/MBEYKBqnS3 #business #markets #investing,2,Neutral
Edited Transcript of FTT.TO earnings conference call or presentation 5-Nov-19 4:00pm GMT,2,Neutral
"""What we clearly see again is unelected central banks, having failed at their mandates, to pivot to politics to try… https://t.co/U4Ft0573Ro",2,Neutral
"Federal pension fund says bill banning China investment is discriminatory
https://t.co/lu8hGlQOng https://t.co/zEyhfoysF9",2,Neutral
General Announcement::ENTRY INTO A SUPPLEMENTAL DEED IN RELATION TO DC1 #SingaporeExchange #Stock #MarketScreener… https://t.co/FbOamR7PDT,2,Neutral
Active Versus Passive Investing: The Fallout. Continue reading: https://t.co/QVdhV4FJHJ #investing #markets #trading,2,Neutral
$BONDX: Treasury Market Summary https://t.co/cXRc7nHBZF,2,Neutral
Richards Packaging Income Fund  declares CAD 0.11 dividend,2,Neutral
"BrightSphere Investment EPS beats by $0.06, beats on revenue",1,Bullish
U.S. equities pared gains after climbing to fresh records as investors digested the latest views from Federal Reser... https://t.co/y5x69xFQ8h,0,Bearish
Unusual Ventures races to $400m final close for Fund II,2,Neutral
Scottish Nationalist Victory Sets Up Standoff Over Independence,2,Neutral
"Riassunto: Le giapponesi NEDO e Panasonic raggiungono il più alto rendimento di conversione al mondo, pari al 16,09%, per il modulo a celle solari perovskitiche dalla superficie più estesa",2,Neutral
Assertio to sell Gralise to Alvogen for $127.5M; shares up 40% premarket,1,Bullish
"Oil Algos Confused After Huge Crude Build, Record Production, & OPEC Demand Cut | #FreeZeroHedge https://t.co/xuuXUgkjju",0,Bearish
$NUGS - Cannabis Strategic Ventures reports Q2 results https://t.co/3oqlSEjs3m,2,Neutral
Not Referred Telecom Tariffs Floor Price Issue To TRAI: DoT Source,2,Neutral
Why Passive Investing Might Be Distorting The Market (Podcast),2,Neutral
Hudson's Bay Investor Group Said to Consider Shelving Takeover,2,Neutral
Stocks close mostly lower on earnings concerns,0,Bearish
"Saracen Mineral : Super pit acquisition now unconditional, hedging update #SaracenMineral #Stock #MarketScreener… https://t.co/qkK2gmjA8x",2,Neutral
Boeing reports 30 new orders for the troubled 737 Max in November https://t.co/jGejqEi0oT,1,Bullish
Continental pares back ahead of emissions crackdown,2,Neutral
Casper Sleep expected to open above IPO pricing,2,Neutral
"XFL Players Who Kneel During the Anthem Will Face 'Consequences', Commissioner Says",2,Neutral
Just Eat rejects raised offer from Prosus https://t.co/XHrs4GAofC https://t.co/v10dKf23AA,2,Neutral
S&P 500 opens fractionally lower,0,Bearish
$PYX - Pyxus International misses on revenue https://t.co/Yno1XP8GHE,0,Bearish
"Heading to Tokyo this week? Explore our city guide, including a royal 5k run, to-die-for tempura and readers' tips… https://t.co/eLapFuHIih",2,Neutral
This chart shows that the U.S.-China trade war has dominated discussions since August. https://t.co/gBlWLR2pXc https://t.co/7hJf0UA7sW,2,Neutral
Uber co-founder Travis Kalanick has sold $1.5 billion worth of the company's stock this month https://t.co/ZLtMcVtFcp,0,Bearish
"#HOLIDAY #SPECIALOFFER: Take 33% OFF streaming #market intelligence, #earnings #news coverage, sophisticated… https://t.co/Uq9axnEBQT",2,Neutral
A garlic and citrus feed supplement that lowers the greenhouse gases burped out by cows is giving farmers the chanc… https://t.co/nCVcYLNw5x,2,Neutral
Here's Why We Think Aecon Group (TSE:ARE) Is Well Worth Watching,2,Neutral
"U.S. Treasury Secretary Steven Mnuchin says G-7 counterparts and central bankers vow to do ""whatever is necessary""… https://t.co/V0dVGlnnr1",2,Neutral
Capstone Turbine leads industrial gainers; Tutor Perini and Briggs & Stratton among losers,2,Neutral
Latest Bridge Collapse Shows Italy Can’t Get a Grip on Its Roads,2,Neutral
CTS : Announces Nomination of Ye Jane Li for Election to its Board of Directors #CTS #Stock #MarketScreener… https://t.co/HLokfkYzD4,2,Neutral
Bed Bath & Beyond announces changes to leadership team,2,Neutral
Investors look to emerging markets amid trade fight,2,Neutral
nVent Electric acquires WBT Business,2,Neutral
Edited Transcript of NVMI earnings conference call or presentation 7-Nov-19 2:00pm GMT,2,Neutral
Eltek reports Q3 results,2,Neutral
Better Marijuana Stock: Cresco Labs vs. Green Thumb Industries,2,Neutral
Stakes For Bitcoin Are Highest Since The 2017 Bubble,2,Neutral
Fortinet stock price target raised to $120 from $110 at Monness Crespi Hardt,1,Bullish
McEwen Mining prices public offering at $1.325/unit,2,Neutral
$NSSC - NAPCO reports preliminary Q3 revenue slightly below estimates https://t.co/WI5LhsZPN8,0,Bearish
CFOAM : Update on the proposed strategic transaction with CONSOL #CFOAM #Stock #MarketScreener… https://t.co/MoqAVpJ7kj,2,Neutral
$COMDX: Metals Settlement Prices https://t.co/4ZolcvQLoM,2,Neutral
"Toyota keeps China plant output stopped through February 16 as virus hits supply, logistics",0,Bearish
"$ESNT $MTG $NMIH - Move big into mortgage insurers after these regulatory announcements, BTIG says https://t.co/8I5Wd90AOR",1,Bullish
'Panic-selling' briefly reached Friday morning as coronavirus sparks stock-market tumble https://t.co/SW61PpnAL9,0,Bearish
Oil boosted by renewed hopes for global production cut https://t.co/4tAO1U31nz,1,Bullish
German union calls for pre-Christmas Amazon strike,2,Neutral
$BONDX: Treasury Market Summary https://t.co/A4uIHxh8sk,2,Neutral
"Bitcoin: A Drop Below $8,000 Opens the Doors Toward $5,000",0,Bearish
"As a reminder, JPMorgan remains the riskiest bank with the highest GSIB score of any bank and a 4.0% surcharge. https://t.co/8jTxnywzqM",0,Bearish
$VAM - Vivaldi Opp Shs Opportunities Fund declares $0.11642 dividend https://t.co/zRKg8wg3AU,2,Neutral
HP Sends Letter to Xerox  https://t.co/ceqjDE3fK7,2,Neutral
"Highlight: “I love making movies that make people feel good,” @candacecbure says on working with Hallmark and holid… https://t.co/jGW1xpPZmC",2,Neutral
POLL-U.S. housing outlook improves but not breaking new ground - Nasdaq,1,Bullish
Mustang Sally will no longer be driving the iconic muscle car in 2019. Ford will use the name 'Mustang' for their n… https://t.co/tQQFgeNtTY,2,Neutral
Business owner sues Target for copyright infringement,0,Bearish
Stocks climb to record high on China deal optimism https://t.co/GY4gNyoRQg https://t.co/xysKixvIfh,1,Bullish
Total S.A. declares EUR 0.68 final dividend,2,Neutral
"Stocks making the biggest moves after hours: Urban Outfitters, Amarin, Endo International & more",2,Neutral
Better Buy: Luckin Coffee or Starbucks?,2,Neutral
@TicToc,2,Neutral
This woman has been hunting for treasures and stories in London's River Thames for over 15 years. Here are the most… https://t.co/UIUfp62T07,2,Neutral
Is Orthofix International NV (OFIX) Going to Burn These Hedge Funds?,2,Neutral
"In a world where air conditioning is intensifying global warming, how do we stay cool? The answer could be somethin… https://t.co/dYTan9dAFw",2,Neutral
U.S. Stocks Were Resilient Last Week As Coronavirus Roils China. https://t.co/FEUhSbItjZ #business #stocks #trading,1,Bullish
"RECAP 12/10 Unusual Calls:
$QSR Dec 67.5 C
$OXY Dec13 38.5 C
$CL Mar 75 C
$ARQL Apr 20 C
$LPI Jan 3 C
$JBLU Jan 20… https://t.co/Kg9YOYBDgF",1,Bullish
"$300,000 Pilot Jobs Drying Up in China After Boeing Grounding",0,Bearish
$SPX - going to close red on the month? https://t.co/8uM7YBdsWL,2,Neutral
Bank of Jamaica 14-Day Repo Auction Results -10 February 2020 #Stock #MarketScreener https://t.co/wBnwfayNhV https://t.co/bQ3CSymjTi,2,Neutral
A Report Card For 2019's (Non) Predictions: Macro Man (Audio),2,Neutral
Trayport to provide trading platform for Bulgaria's gas bourse,2,Neutral
WTI oil futures touch fresh intraday highs on Nymex,1,Bullish
LVMH to buy Tiffany for $16.2 billion,2,Neutral
Q1 Earnings Outlook For Tyson Foods,2,Neutral
Is This the Best Way to Invest in Outer Space?,2,Neutral
London stalling... https://t.co/8iINzcpNd8,2,Neutral
Hedge Funds Are Cashing Out Of Watsco Inc (WSO),0,Bearish
Ford shakes up top management three days after weak profit outlook,0,Bearish
Pot Stock Hits Keep Coming as Biden Knocks Weed Ahead of Meeting,0,Bearish
"$DRIP $LABU $GASX - SOXL, LABU, JO and GUSH among weekly ETF movers https://t.co/FntrWNY9sn",2,Neutral
Intertek : launches Cyber Assured #Intertek #Stock #MarketScreener https://t.co/uDrw45pqXr https://t.co/ahw2QkSvPe,2,Neutral
Know This Before Buying Fluor Corporation (NYSE:FLR) For Its Dividend,2,Neutral
This Pig Farmer Is The World’s Fastest-Rising Billionaire,2,Neutral
Secret documents reveal how China mass detention camps work https://t.co/Qkh99mUoul https://t.co/iGyf6N3VD0,2,Neutral
Hanesbrands -2% after rare bear call,0,Bearish
Earnings Update: Here's Why Analysts Just Lifted Their Milestone Scientific Inc. Price Target To US$2.00,1,Bullish
"The coronavirus will create an ""unprecedented decline in economic activity"" in emerging markets, says Alessandro Re… https://t.co/cgkMbpz6mU",0,Bearish
"New York AG used pulled fraud claims to score political points, Exxon says",2,Neutral
Investors penalize companies for adding women to their boards https://t.co/Me8jhCO0LJ,2,Neutral
"GOLD, Tuesday forecast, November 19",2,Neutral
AbbVie +4% premarket on Q4 and guidance beat,1,Bullish
Apple forecasts 100M+ 5G iPhone sales - report,1,Bullish
Teekay Tankers upped two notches to Buy at BAML,1,Bullish
"Nifty, Sensex rise; Reliance, PSU energy stocks gain",1,Bullish
"AQST, PHR among premarket losers",0,Bearish
"In this market, gaining 12.8% for the 12 months makes you the top stock-fund manager https://t.co/aVQ9SiucK7",2,Neutral
Kaman declares $0.20 dividend,2,Neutral
$CODX - Co-Diagnostics up 36% on coronavirus test sales https://t.co/9n04iW4k0X,1,Bullish
"$BXG: Bluegreen Vacations President/CEO Shawn B. Pearson resigns effective December 31, 2019 for family reasons https://t.co/fFdd6UlHR7",2,Neutral
Tax Relief Leads Governors' 2020 Agendas (Radio),2,Neutral
Fossil Has Lost Half of Its Value This Year,0,Bearish
Highwoods Properties : SCHEDULE 13G #HighwoodsProperties #Stock #MarketScreener https://t.co/bdcgJzRYno https://t.co/o3ZStbEDGQ,2,Neutral
Ionis Pharmaceuticals (NASDAQ:IONS) Has A Rock Solid Balance Sheet,1,Bullish
Consolidation in gold industry resumes as Kirkland Lake approaches Detour https://t.co/JVTtsLTxHc,2,Neutral
Grain Futures Rise on U.S.-China Trade Hopes  #Stock #MarketScreener https://t.co/RGHc4FOFhO https://t.co/H8l70569iI,1,Bullish
Dog People Rejoice: Owning A Pup Is Good For Your Cardiovascular Health : Shots - Health News : NPR https://t.co/bwLgy4R8QZ,2,Neutral
".@Coldplay says they won't be touring their new album #EverydayLife, which drops tomorrow. Is climate change to bl… https://t.co/UfW2Pp2CMl",2,Neutral
The Fed took the lid off QE. Here's how the central bank has been responding to the coronavirus crisis… https://t.co/z51VeD10Tb,2,Neutral
US Homeowner Equity Rises by $457 Billion in Past 12 Months,1,Bullish
"Wimbledon Owner Bids for Bank of England Sports Club, Mail Says",2,Neutral
"Roger Federer has worked with several brands over the years including Nike, Rolex and Moet — now he’s teaming up wi… https://t.co/bLBe916xtJ",2,Neutral
Flügger A/S : Flügger buys majority stake in paint manufacturer Unicell #Flügger #Stock #MarketScreener… https://t.co/YzD4A97pRJ,2,Neutral
Why pensions across the world are in crisis https://t.co/JJxAS7ufuD,0,Bearish
Carpentaria Resources : Board Changes #CarpentariaResources #Stock #MarketScreener https://t.co/4wQlOtyuA9 https://t.co/63hbGMQkuH,2,Neutral
Dunkin' Teams with Beyond Meat Ambassador Snoop Dogg for Clothing Line,2,Neutral
Materials Down As Stimulus Bill Stalls In Senate -- Materials Roundup #economy #MarketScreener… https://t.co/GgFSrLh54j,0,Bearish
"Boeing's halt to 737 MAX production could ding U.S. economy, jobs",0,Bearish
Corcept prevails in Korlym patent challenge; shares up 4%,1,Bullish
General Announcement::Appointment of Independent Financial Adviser #SingaporeExchange #Stock #MarketScreener… https://t.co/ctgH5oNsJN,2,Neutral
$LK - Citron and Muddy Waters at odds over Luckin Coffeee https://t.co/gkLLQ0bBQA,0,Bearish
CSB Bank IPO Subscribed 4.35 Times On Second Day Of Bidding,2,Neutral
TailDex up 8% and above 12.00. https://t.co/mDoD4jRfQy,1,Bullish
Karelian Diamond Resources : Notice of meeting #KarelianDiamondResources #Stock #MarketScreener… https://t.co/kMhX3UU9b3,2,Neutral
FedEx stock price target raised to $168 from $163 at BofA Securities,1,Bullish
"Despite its strong ties to geopolitical events, gold is still driven by supply and demand.  https://t.co/d5nKtsma4S",2,Neutral
Funko downgraded to hold from buy at Stifel Nicolaus,0,Bearish
$DAC - Danaos Looks Like The Cheapest Stock In The Market. Read more and sign up for updates:… https://t.co/HBbjcImToa,1,Bullish
House passes first part of spending package to avert shutdown,2,Neutral
Hasbro upgraded on earnings growth potential from Entertainment One acquisition,1,Bullish
Americans are taking a long time to get married: https://t.co/NA3FHFkNXC,2,Neutral
JPMorgan likes Bausch Health in premarket analyst action,1,Bullish
Wall Street surges as China financial measures soothe virus worries,1,Bullish
Is Now The Time To Look At Buying Avaya Holdings Corp. (NYSE:AVYA)?,2,Neutral
Should We Worry About Monster Beverage Corporation's (NASDAQ:MNST) P/E Ratio?,2,Neutral
"As Discovery eyes a streaming future, John Malone looms large",2,Neutral
"Dozens of U.K. retailers have been forced to close stores and slash rents as they compete with online rivals, sendi… https://t.co/KuZFSSKIv4",0,Bearish
Commercial paper outstanding – a measure of short-term promissory notes issued primarily by corporations – decrease… https://t.co/oldk9Gvw7b,2,Neutral
